Fe,Si,C,Al,B,P,Ga,Ge,Cu,Ag,Au,Zn,Ti,V,Cr,Mn,Zr,Nb,Mo,Hf,Ta,W,Ce,Pr,Nd,Gd,U,Annealing temperature,Annealing time,Primary Crystallization Onset,Primary Crystallization Peak ,Secondary Crystallization, Longitudinal Annealing field, Transverse Annealing field,Ribbon thickness,Coercivity,Curie Temperature,core loss ,electrical resistivity,Grain Diameter,Permeability,Magnetostriction,Magnetic Saturation,BCC Lattice Parameter,Reference DOI
73.5,13.5,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,873,3600,887,1068,,0,0,30,520,,,,80.33853603,,,1.15,0.285774555,https://doi.org/10.1007/s11741-000-0017-x
73.5,13.5,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,923,3600,887,1068,,0,0,30,961.6,,,,92.17111001,,,1.21,0.285241442,https://doi.org/10.1007/s11741-000-0017-x
73.5,13.5,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,973,3600,887,1068,,0,0,30,992.8,,,,117.0712307,,,0.89,0.284575919,https://doi.org/10.1007/s11741-000-0017-x
73.5,13.5,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1023,3600,887,1068,,0,0,30,1108.8,,,,130.497687,,,0.77,0.284220895,https://doi.org/10.1007/s11741-000-0017-x
73.5,13.5,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1073,3600,887,1068,,0,0,30,1124.8,,,,130.5375969,,,0.64,0.284413819,https://doi.org/10.1007/s11741-000-0017-x
73.5,13.5,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1123,3600,887,1068,,0,0,30,1140,,,,130.5777858,,,0.74,0.284309943,https://doi.org/10.1007/s11741-000-0017-x
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,298,,,,,0,0,,,,,2,,,25.2,,,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,728,3600,,,,0,0,,,,,1.84,,,2.05,,,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,743,3600,,,,0,0,,,,,,12,,4.4,,,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,,,,1.96,11,,1.68,,,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,798,3600,,,,0,0,,,,,1.72,12,,1.01,,,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,823,3600,,,,0,0,,,,,1.72,11,,0.48,,,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,848,3600,,,,0,0,,,,,1.76,12,,-0.36,,,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,,,,1.48,11,,,,,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,903,3600,,,,0,0,,,,,1.56,16,,-0.44,,,https://doi.org/10.1016/S0921-4526(01)00468-9
89,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,25,,,,,,33506.49351,-0.96875,1.61595092,,https://doi.org/10.1016/S1359-6454(01)00274-9
87.8,0,0,0,4.2,0,0,0,1,0,0,0,0,0,0,0,5.6,1.4,0,0,0,0,0,0,0,0,0,,,,,,0,0,25,,,,,,50129.87013,-0.446428571,1.579141104,,https://doi.org/10.1016/S1359-6454(01)00274-9
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3.5,3.5,0,0,0,0,0,0,0,0,0,873,300,,,,0,0,25,1.8,,,,,61000,-0.1,1.54,,https://doi.org/10.1016/S1359-6454(01)00274-9
85,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,2.4,4.6,0,0,0,0,0,0,0,0,0,,,,,,0,0,25,,,,,,54285.71429,0.34375,1.534969325,,https://doi.org/10.1016/S1359-6454(01)00274-9
84,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1.2,5.8,0,0,0,0,0,0,0,0,0,,,,,,0,0,25,,,,,,51168.83117,0.4375,1.516564417,,https://doi.org/10.1016/S1359-6454(01)00274-9
83,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,,,,,0,0,25,,,,,,50649.35065,1.107142857,1.538650307,,https://doi.org/10.1016/S1359-6454(01)00274-9
90,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,25,,,,,,28311.68831,1.097315436,1.689570552,,https://doi.org/10.1016/S1359-6454(01)00274-9
89,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5.8,1.2,0,0,0,0,0,0,0,0,0,,,,,,0,0,25,,,,,,25194.80519,1.070469799,1.630674847,,https://doi.org/10.1016/S1359-6454(01)00274-9
88,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4.7,2.3,0,0,0,0,0,0,0,0,0,,,,,,0,0,25,,,,,,16363.63636,0.82885906,1.601226994,,https://doi.org/10.1016/S1359-6454(01)00274-9
87,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,0,0,0,0,0,0,0,0,0,,,,,,0,0,25,,,,,,14285.71429,0.734899329,1.538650307,,https://doi.org/10.1016/S1359-6454(01)00274-9
86,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2.3,4.7,0,0,0,0,0,0,0,0,0,,,,,,0,0,25,,,,,,11948.05195,,1.509202454,,https://doi.org/10.1016/S1359-6454(01)00274-9
85,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1.2,5.8,0,0,0,0,0,0,0,0,0,923,300,,,,0,0,25,13.8,,,,,12000,0,1.66,,https://doi.org/10.1016/S1359-6454(01)00274-9
84,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,,,,,0,0,25,,,,,,,0.620805369,,,https://doi.org/10.1016/S1359-6454(01)00274-9
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,298,,,825,969,0,0,25,24.26605505,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,698,3600,,825,969,0,0,25,4.764089122,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,748,3600,,825,969,0,0,25,2.50982962,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,773,3600,,825,969,0,0,25,1.25163827,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,798,3600,,825,969,0,0,25,1.618610747,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,823,3600,,825,969,0,0,25,1.27785059,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,848,3600,,825,969,0,0,25,0.832241153,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,873,3600,,825,969,0,0,25,1.094364351,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,898,3600,,825,969,0,0,25,3.007863696,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,923,3600,,825,969,0,0,25,9.141546527,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,948,3600,,825,969,0,0,25,12.07732634,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,973,3600,,825,969,0,0,25,792.7927928,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
72.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,998,3600,,825,969,0,0,25,1346.846847,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
70.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,298,,,852,975,0,0,25,13.78947368,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
70.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,698,3600,,852,975,0,0,25,5.078636959,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
70.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,748,3600,,852,975,0,0,25,2.404980341,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
70.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,773,3600,,852,975,0,0,25,1.933158585,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
70.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,798,3600,,852,975,0,0,25,1.382699869,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
70.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,833,3600,,852,975,0,0,25,1.461336828,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
70.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,848,3600,,852,975,0,0,25,1.697247706,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
70.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,873,3600,,852,975,0,0,25,2.195281782,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
70.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,898,3600,,852,975,0,0,25,2.352555701,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
70.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,923,3600,,852,975,0,0,25,10.26867628,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
70.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,948,3600,,852,975,0,0,25,17.73918742,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
70.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,998,3600,,852,975,0,0,25,1355.855856,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
68.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,298,,,867,991,0,0,25,20.93709043,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
68.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,698,3600,,867,991,0,0,25,7.54259502,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
68.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,748,3600,,867,991,0,0,25,3.401048493,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
68.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,773,3600,,867,991,0,0,25,2.4836173,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
68.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,798,3600,,867,991,0,0,25,1.854521625,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
68.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,823,3600,,867,991,0,0,25,2.53604194,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
68.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,848,3600,,867,991,0,0,25,4.790301442,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
68.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,873,3600,,867,991,0,0,25,4.737876802,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
68.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,898,3600,,867,991,0,0,25,4.895150721,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
68.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,998,3600,,867,991,0,0,25,617.1171171,,,,,,,,,https://doi.org/10.1016/S0022-3093(01)00598-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,20,,,,,,,,1.229736635,0.2839,https://doi.org/10.1016/S0022-3093(01)00546-4
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,20,,,,,,,,1.199853549,0.2838,https://doi.org/10.1016/S0022-3093(01)00546-4
69.5,13.5,0,4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,20,,,,,,,,1.160379818,,https://doi.org/10.1016/S0022-3093(01)00546-4
67.5,13.5,0,6,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,20,,,,,,,,1.110847609,,https://doi.org/10.1016/S0022-3093(01)00546-4
65.5,13.5,0,8,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,20,,,,,,,,1.081198624,0.2842,https://doi.org/10.1016/S0022-3093(01)00546-4
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,773,3600,,,,0,0,22,3.2,635,,,11,,,,,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,796,3600,,,,0,0,22,3.2,658,,,11.5,,,,,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,813,3600,,,,0,0,22,1.2,636,,,11.4,,,,,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,848,3600,,,,0,0,22,5.7,610,,,12.4,,,,,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,873,3600,,,,0,0,22,6,654,,,12.8,,,,,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,898,3600,,,,0,0,22,6,,,,13.4,,,,,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,923,3600,,,,0,0,22,345,,,,14,,,,,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,0.903673881,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,0.181160919,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,0.459998694,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,833,3600,,,,0,0,,0.453828218,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,883,3600,,,,0,0,,2159.289388,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,0.708663203,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,0.201829822,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,0.302648424,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,833,3600,,,,0,0,,0.129251904,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,883,3600,,,,0,0,,131.8969048,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,923,3600,,,,0,0,,4538.282178,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,298,,,,,0,0,,7.038941104,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,0.689778538,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,0.191216307,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,0.351119173,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,833,3600,,,,0,0,,0.23101297,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,883,3600,,,,0,0,,0.993270298,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,923,3600,,,,0,0,,1041.346611,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,298,,,,,0,0,,9.347048299,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,1.823883387,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,0.822159372,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,0.533669923,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,3.681140593,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,923,3600,,,,0,0,,1013.596501,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,298,,,,,0,0,,11.75929354,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,1.551014421,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,0.953832554,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,0.993270298,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,1.006775298,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,923,3600,,,,0,0,,4128.913429,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,298,,,,,0,0,,10.99146847,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,1.593477887,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,1.152347802,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,0.903673881,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,13.45960324,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,1,9,0,0,7,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,298,,,,,0,0,,8.056721617,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,1,9,0,0,7,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,0.789515579,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,1,9,0,0,7,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,0.689778538,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,1,9,0,0,7,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,0.72806489,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,1,9,0,0,7,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,1.899294783,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,1,9,0,0,7,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,923,3600,,,,0,0,,1670.605475,,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,823,3600,,,,0,0,,,603,,,,,,,,https://doi.org/10.1023/A:1014494907198
72.5,13.5,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,823,3600,,,,0,0,,,606,,,,,,,,https://doi.org/10.1023/A:1014494907198
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,823,3600,,,,0,0,,,618,,,,,,,,https://doi.org/10.1023/A:1014494907198
70.5,13.5,0,3,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,823,3600,,,,0,0,,,611,,,,,,,,https://doi.org/10.1023/A:1014494907198
68.5,13.5,0,5,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,823,3600,,,,0,0,,,585,,,,,,,,https://doi.org/10.1023/A:1014494907198
66.5,13.5,0,7,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,823,3600,,,,0,0,,,530,,,,,,,,https://doi.org/10.1023/A:1014494907198
