Fe,Si,C,Al,B,P,Ga,Ge,Cu,Ag,Au,Zn,Ti,V,Cr,Zr,Nb,Mo,Hf,Ta,W,Ce,Pr,Gd,U,Annealing temperature (K),Annealing Time (s),Primary Crystallization Onset (K),Primary Crystallization Peak (K),Secondary Crystallization Peak (K),Longitudinal Annealing field,Transverse Annealing field,Ribbon Thickness (um),Total SiCAl,Total BP,Total GaGe,Total Late Transition,Total Early Transition,Relative to Fe SiCAl,Relative to Fe BP,Relative to Fe GaGe,Relative to Fe Early,Relative to Fe Late,Relative to Late Early,Relative to Early SiCAl,Relative to Late SiCAl,Relative to Early BP,Relative to Late BP,Relative to Early GaGe,Relative to Late GaGe,Late Weighted Volume,Late Weighted Area,Late Weighted Mass,Late Mean Electrons,Early Weighted Volume,Early Weighted Area,Early Weighted Mass,Early Mean Electrons,Delta T0,Delta T1,Delta T2,Coercivity,Curie Temp,Core Loss,Electrical Resistivity,Permeability,Magnetostriction,Magnetic Saturation,Grain Diameter,Composition ID,Reference DOI
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,1200,801,802,,0,0,30,11,15,2,0,0,0.152777778,0.208333333,0.027777778,0,0,,,,,,,,0,0,0,0,0,0,0,0,-228,-229,,4.007634316,,,,,,,,1011111000,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,1200,801,802,,0,0,30,11,15,2,0,0,0.152777778,0.208333333,0.027777778,0,0,,,,,,,,0,0,0,0,0,0,0,0,-63,-64,,3.876570205,,,,,,,,1011111000,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,1200,801,802,,0,0,30,11,15,2,0,0,0.152777778,0.208333333,0.027777778,0,0,,,,,,,,0,0,0,0,0,0,0,0,-68,-69,,3.567356977,,,,,,,,1011111000,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,1200,801,802,,0,0,30,11,15,2,0,0,0.152777778,0.208333333,0.027777778,0,0,,,,,,,,0,0,0,0,0,0,0,0,-153,-154,,3.228681987,,,,,,,,1011111000,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,1200,801,802,,0,0,30,11,15,2,0,0,0.152777778,0.208333333,0.027777778,0,0,,,,,,,,0,0,0,0,0,0,0,0,-178,-179,,2.946551794,,,,,,,,1011111000,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,1200,801,802,,0,0,30,11,15,2,0,0,0.152777778,0.208333333,0.027777778,0,0,,,,,,,,0,0,0,0,0,0,0,0,-88,-89,,2.537068131,,,,,,,,1011111000,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,1200,801,802,,0,0,30,11,15,2,0,0,0.152777778,0.208333333,0.027777778,0,0,,,,,,,,0,0,0,0,0,0,0,0,-103,-104,,2.315372862,,,,,,,,1011111000,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,1200,801,802,,0,0,30,11,15,2,0,0,0.152777778,0.208333333,0.027777778,0,0,,,,,,,,0,0,0,0,0,0,0,0,-128,-129,,1.91244277,,,,,,,,1011111000,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,1200,801,802,,0,0,30,11,15,2,0,0,0.152777778,0.208333333,0.027777778,0,0,,,,,,,,0,0,0,0,0,0,0,0,72,71,,,740,,,,,,,1011111000,https://doi.org/10.1088/0022-3727/35/18/303
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,773,300,763,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,39.77066975,11.59202563,64.9298,5,10,,,,,,,,,,21,1100100011,https://doi.org/10.1088/0953-8984/12/37/308
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,753,300,763,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,39.77066975,11.59202563,64.9298,5,-10,,,,598,,,,,,20,1100100011,https://doi.org/10.1088/0953-8984/12/37/308
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,798,300,772,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,48.09427021,13.21988845,94.94,5.666666667,26,,,,,,,,,,17,1100100011,https://doi.org/10.1088/0953-8984/12/37/308
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,738,3600,772,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,48.09427021,13.21988845,94.94,5.666666667,-34,,,,602,,,,,,17,1100100011,https://doi.org/10.1088/0953-8984/12/37/308
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,798,300,791,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,7,,,,,,,,,,13,1100100011,https://doi.org/10.1088/0953-8984/12/37/308
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,753,3600,791,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,-38,,,,592,,,,,,12,1100100011,https://doi.org/10.1088/0953-8984/12/37/308
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,823,300,797,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,56.52546285,14.72362644,91.785,4.333333333,26,,,,,,,,,,11,1100100011,https://doi.org/10.1088/0953-8984/12/37/308
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,773,3600,797,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,56.52546285,14.72362644,91.785,4.333333333,-24,,,,594,,,,,,11,1100100011,https://doi.org/10.1088/0953-8984/12/37/308
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,943,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,150,,1920,,,,,,,,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,783,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,-10,,295.9654179,,,,,,,12,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,803,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,10,,204.3227666,,,,,,,,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,823,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,30,,117.8674352,,,,,,,,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,923,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,130,,84.43804035,,,,,,,,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,763,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,-30,,55.04322767,,,,,,,,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,843,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,50,,44.6685879,,,,,,,,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,863,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,70,,19.88472622,,,,,,,,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,903,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,110,,11.81556196,,,,,,,,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,883,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,90,,11.23919308,,,,,,,18,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,743,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,-50,,8.357348703,,,,,,,8,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,473,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,-320,,4.607049608,,,,,,,,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,523,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,-270,,4.497389034,,,,,,,,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,573,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,-220,,4.259791123,,,,,,,,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,623,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,-170,,3.510443864,,,,,,,,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,723,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,-70,,2.998694517,,,,,,,,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,673,3600,,793,,0,0,30,0,12.5,0,0,7,0,0.155279503,0,0.086956522,0,,0,,1.785714286,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,-120,,2.103133159,,,,,,,,1000100001,https://doi.org/10.1088/0953-8984/14/18/307
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,30,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,650,,,,18.21561338,0.846086957,8.5,1100100011,https://doi.org/10.1109/20.825825
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,803,3600,,,,0,0,30,16.5,6,0,1,3,0.224489796,0.081632653,0,0.040816327,0.013605442,3,5.5,16.5,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,715,,,,0.596956811,1.188990826,8.5,1100100011,https://doi.org/10.1109/20.825825
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,793,3600,,,,0,0,30,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,664,,,,8.983613328,1.267313218,8.5,1100100011,https://doi.org/10.1109/20.825825
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,22,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,345,,,,,,,14,1100100011,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,898,3600,,,,0,0,22,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,6,,,,,,,13.4,1100100011,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,22,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,6,654,,,,,,12.8,1100100011,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,848,3600,,,,0,0,22,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,5.7,610,,,,,,12.4,1100100011,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,796,3600,,,,0,0,22,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,3.2,658,,,,,,11.5,1100100011,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,22,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,3.2,635,,,,,,11,1100100011,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,22,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1.2,636,,,,,,11.4,1100100011,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,883,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,172.5091684,1.378098632,,,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,903,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,323.3010305,3.585805272,,,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,893,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,372.4722899,,,,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,13.5,9,0,0,3,0.181208054,0.120805369,0,0.040268456,0,,4.5,,3,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,,,,,1007.671991,,,41.90465765,1100100001,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,4234.055195,0.014169223,,10.97727399,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,743,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,14165.01055,17.43848786,,,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,17023.49976,5.944839215,,8.988191389,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,18028.2325,20.16620499,,,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,863,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,31620.80764,,,,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,803,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,58504.37419,3.715311971,,,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
74,13.5,0,0,9,0,0,0,0.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,13.5,9,0,0.5,3,0.182432432,0.121621622,0,0.040540541,0.006756757,6,4.5,27,3,18,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,66905.29493,,,13.09588966,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,78767.85019,,,,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73,13.5,0,0,9,0,0,0,1.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,13.5,9,0,1.5,3,0.184931507,0.123287671,0,0.04109589,0.020547945,2,4.5,9,3,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,83022.00981,,,10.9531498,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,93091.68658,,,10.00082097,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,94015.85773,2.026482278,,9.982454186,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,843,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,107708.4144,1.810826703,,,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,853,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,115683.9927,,,,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,,,,11.9720938,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
72,4.8,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,4.8,19.2,0,0,4,0.066666667,0.266666667,0,0.055555556,0,,1.2,,4.8,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,69.17,,,,,,0.19,,1100100001,https://link.springer.com/article/10.1007%2Fs00339-014-8729-0
72,4.8,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,473,3600,,,,0,0,,4.8,19.2,0,0,4,0.066666667,0.266666667,0,0.055555556,0,,1.2,,4.8,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,56.14,,,,,,0.32,,1100100001,https://link.springer.com/article/10.1007%2Fs00339-014-8729-0
72,4.8,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,673,3600,,,,0,0,,4.8,19.2,0,0,4,0.066666667,0.266666667,0,0.055555556,0,,1.2,,4.8,,0,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,44.25,,,,,,0.34,,1100100001,https://link.springer.com/article/10.1007%2Fs00339-014-8729-0
83.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,600,,683,740,0,0,20,7,9,0,0.75,0,0.084084084,0.108108108,0,0,0.009009009,0,,9.333333333,,12,,0,20.47747469,7.484870061,63.546,2,0,0,0,0,,90,33,58.255017,,,,20890.28571,,,,1010010010,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
80.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,600,,616,760,0,0,20,7,9,0,0.75,3,0.087227414,0.112149533,0,0.037383178,0.009345794,4,2.333333333,9.333333333,3,12,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,157,13,159.4654735,,,,24901.71429,,,,1010010011,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
81.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,773,600,,597,760,0,0,20,7,9,0,0.75,2,0.086153846,0.110769231,0,0.024615385,0.009230769,2.666666667,3.5,9.333333333,4.5,12,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,176,13,122.4616199,,,,27401.14286,,,,1010010011,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
